location,age_group,year,week,date,value
DE,00+,2024,40,2024-10-06,2992
DE,00+,2024,41,2024-10-13,3325
DE,00+,2024,42,2024-10-20,3325
DE,00+,2024,43,2024-10-27,3741
DE,00+,2024,44,2024-11-03,3242
DE,00+,2024,45,2024-11-10,2909
DE,00+,2024,46,2024-11-17,2577
DE,00+,2024,47,2024-11-24,2577
DE,00+,2024,48,2024-12-01,1912
DE,00+,2024,49,2024-12-08,1413
DE,00-04,2024,40,2024-10-06,0
DE,00-04,2024,41,2024-10-13,0
DE,00-04,2024,42,2024-10-20,0
DE,00-04,2024,43,2024-10-27,0
DE,00-04,2024,44,2024-11-03,0
DE,00-04,2024,45,2024-11-10,0
DE,00-04,2024,46,2024-11-17,0
DE,00-04,2024,47,2024-11-24,0
DE,00-04,2024,48,2024-12-01,0
DE,00-04,2024,49,2024-12-08,0
DE,05-14,2024,40,2024-10-06,0
DE,05-14,2024,41,2024-10-13,0
DE,05-14,2024,42,2024-10-20,0
DE,05-14,2024,43,2024-10-27,0
DE,05-14,2024,44,2024-11-03,0
DE,05-14,2024,45,2024-11-10,0
DE,05-14,2024,46,2024-11-17,0
DE,05-14,2024,47,2024-11-24,0
DE,05-14,2024,48,2024-12-01,0
DE,05-14,2024,49,2024-12-08,0
DE,15-34,2024,40,2024-10-06,0
DE,15-34,2024,41,2024-10-13,0
DE,15-34,2024,42,2024-10-20,0
DE,15-34,2024,43,2024-10-27,0
DE,15-34,2024,44,2024-11-03,0
DE,15-34,2024,45,2024-11-10,0
DE,15-34,2024,46,2024-11-17,0
DE,15-34,2024,47,2024-11-24,0
DE,15-34,2024,48,2024-12-01,0
DE,15-34,2024,49,2024-12-08,0
DE,35-59,2024,40,2024-10-06,0
DE,35-59,2024,41,2024-10-13,0
DE,35-59,2024,42,2024-10-20,0
DE,35-59,2024,43,2024-10-27,0
DE,35-59,2024,44,2024-11-03,0
DE,35-59,2024,45,2024-11-10,0
DE,35-59,2024,46,2024-11-17,0
DE,35-59,2024,47,2024-11-24,0
DE,35-59,2024,48,2024-12-01,0
DE,35-59,2024,49,2024-12-08,0
DE,60-79,2024,40,2024-10-06,816
DE,60-79,2024,41,2024-10-13,871
DE,60-79,2024,42,2024-10-20,1034
DE,60-79,2024,43,2024-10-27,1179
DE,60-79,2024,44,2024-11-03,889
DE,60-79,2024,45,2024-11-10,943
DE,60-79,2024,46,2024-11-17,907
DE,60-79,2024,47,2024-11-24,726
DE,60-79,2024,48,2024-12-01,544
DE,60-79,2024,49,2024-12-08,399
DE,80+,2024,40,2024-10-06,1536
DE,80+,2024,41,2024-10-13,1762
DE,80+,2024,42,2024-10-20,1637
DE,80+,2024,43,2024-10-27,1780
DE,80+,2024,44,2024-11-03,1584
DE,80+,2024,45,2024-11-10,1364
DE,80+,2024,46,2024-11-17,1091
DE,80+,2024,47,2024-11-24,1252
DE,80+,2024,48,2024-12-01,913
DE,80+,2024,49,2024-12-08,723
