location,age_group,year,week,date,value
DE,00+,2022,52,2023-01-01,25744
DE,00+,2023,1,2023-01-08,21971
DE,00+,2023,2,2023-01-15,13644
DE,00+,2023,3,2023-01-22,11145
DE,00+,2023,4,2023-01-29,11322
DE,00+,2023,5,2023-02-05,11367
DE,00+,2023,6,2023-02-12,12298
DE,00+,2023,7,2023-02-19,12009
DE,00+,2023,8,2023-02-26,13239
DE,00+,2023,9,2023-03-05,13310
DE,00+,2023,10,2023-03-12,14294
DE,00+,2023,11,2023-03-19,14766
DE,00+,2023,12,2023-03-26,14346
DE,00+,2023,13,2023-04-02,12311
DE,00+,2023,14,2023-04-09,11966
DE,00+,2023,15,2023-04-16,10413
DE,00+,2023,16,2023-04-23,9998
DE,00+,2023,17,2023-04-30,9311
DE,00+,2023,18,2023-05-07,9866
DE,00+,2023,19,2023-05-14,9362
DE,00+,2023,20,2023-05-21,8645
DE,00+,2023,21,2023-05-28,7983
DE,00+,2023,22,2023-06-04,8314
DE,00+,2023,23,2023-06-11,7538
DE,00+,2023,24,2023-06-18,7103
DE,00+,2023,25,2023-06-25,6762
DE,00+,2023,26,2023-07-02,5883
DE,00+,2023,27,2023-07-09,6436
DE,00+,2023,28,2023-07-16,6209
DE,00+,2023,29,2023-07-23,5875
DE,00+,2023,30,2023-07-30,5200
DE,00+,2023,31,2023-08-06,5049
DE,00+,2023,32,2023-08-13,6121
DE,00+,2023,33,2023-08-20,7817
DE,00+,2023,34,2023-08-27,6868
DE,00+,2023,35,2023-09-03,7313
DE,00+,2023,36,2023-09-10,9315
DE,00+,2023,37,2023-09-17,8536
DE,00+,2023,38,2023-09-24,8313
DE,00+,2023,39,2023-10-01,9145
DE,00+,2023,40,2023-10-08,9145
DE,00+,2023,41,2023-10-15,10807
DE,00+,2023,42,2023-10-22,12470
DE,00+,2023,43,2023-10-29,12304
DE,00+,2023,44,2023-11-05,13800
DE,00+,2023,45,2023-11-12,13302
DE,00+,2023,46,2023-11-19,14549
DE,00+,2023,47,2023-11-26,15297
DE,00+,2023,48,2023-12-03,16544
DE,00+,2023,49,2023-12-10,17625
DE,00+,2023,50,2023-12-17,20784
DE,00+,2023,51,2023-12-24,20784
DE,00+,2023,52,2023-12-31,22530
DE,00+,2024,1,2024-01-07,20368
DE,00+,2024,2,2024-01-14,16211
DE,00+,2024,3,2024-01-21,19371
DE,00+,2024,4,2024-01-28,25274
DE,00+,2024,5,2024-02-04,25689
DE,00+,2024,6,2024-02-11,26022
DE,00+,2024,7,2024-02-18,21615
DE,00+,2024,8,2024-02-25,18456
DE,00+,2024,9,2024-03-03,14881
DE,00+,2024,10,2024-03-10,14382
DE,00+,2024,11,2024-03-17,13634
DE,00+,2024,12,2024-03-24,13052
DE,00+,2024,13,2024-03-31,12138
DE,00+,2024,14,2024-04-07,12304
DE,00+,2024,15,2024-04-14,11805
DE,00+,2024,16,2024-04-21,10974
DE,00+,2024,17,2024-04-28,9976
DE,00+,2024,18,2024-05-05,10392
DE,00-04,2022,52,2023-01-01,0
DE,00-04,2023,1,2023-01-08,0
DE,00-04,2023,2,2023-01-15,0
DE,00-04,2023,3,2023-01-22,0
DE,00-04,2023,4,2023-01-29,0
DE,00-04,2023,5,2023-02-05,0
DE,00-04,2023,6,2023-02-12,0
DE,00-04,2023,7,2023-02-19,0
DE,00-04,2023,8,2023-02-26,0
DE,00-04,2023,9,2023-03-05,0
DE,00-04,2023,10,2023-03-12,0
DE,00-04,2023,11,2023-03-19,0
DE,00-04,2023,12,2023-03-26,0
DE,00-04,2023,13,2023-04-02,0
DE,00-04,2023,14,2023-04-09,0
DE,00-04,2023,15,2023-04-16,0
DE,00-04,2023,16,2023-04-23,0
DE,00-04,2023,17,2023-04-30,0
DE,00-04,2023,18,2023-05-07,0
DE,00-04,2023,19,2023-05-14,0
DE,00-04,2023,20,2023-05-21,0
DE,00-04,2023,21,2023-05-28,0
DE,00-04,2023,22,2023-06-04,0
DE,00-04,2023,23,2023-06-11,0
DE,00-04,2023,24,2023-06-18,0
DE,00-04,2023,25,2023-06-25,0
DE,00-04,2023,26,2023-07-02,0
DE,00-04,2023,27,2023-07-09,0
DE,00-04,2023,28,2023-07-16,0
DE,00-04,2023,29,2023-07-23,0
DE,00-04,2023,30,2023-07-30,0
DE,00-04,2023,31,2023-08-06,0
DE,00-04,2023,32,2023-08-13,0
DE,00-04,2023,33,2023-08-20,0
DE,00-04,2023,34,2023-08-27,0
DE,00-04,2023,35,2023-09-03,0
DE,00-04,2023,36,2023-09-10,0
DE,00-04,2023,37,2023-09-17,0
DE,00-04,2023,38,2023-09-24,1186
DE,00-04,2023,39,2023-10-01,1423
DE,00-04,2023,40,2023-10-08,1067
DE,00-04,2023,41,2023-10-15,1225
DE,00-04,2023,42,2023-10-22,1265
DE,00-04,2023,43,2023-10-29,1562
DE,00-04,2023,44,2023-11-05,1609
DE,00-04,2023,45,2023-11-12,1593
DE,00-04,2023,46,2023-11-19,2250
DE,00-04,2023,47,2023-11-26,2586
DE,00-04,2023,48,2023-12-03,3523
DE,00-04,2023,49,2023-12-10,3195
DE,00-04,2023,50,2023-12-17,4345
DE,00-04,2023,51,2023-12-24,4950
DE,00-04,2023,52,2023-12-31,5089
DE,00-04,2024,1,2024-01-07,3903
DE,00-04,2024,2,2024-01-14,2946
DE,00-04,2024,3,2024-01-21,4069
DE,00-04,2024,4,2024-01-28,5006
DE,00-04,2024,5,2024-02-04,4444
DE,00-04,2024,6,2024-02-11,5037
DE,00-04,2024,7,2024-02-18,3539
DE,00-04,2024,8,2024-02-25,3064
DE,00-04,2024,9,2024-03-03,2914
DE,00-04,2024,10,2024-03-10,2633
DE,00-04,2024,11,2024-03-17,2222
DE,00-04,2024,12,2024-03-24,2206
DE,00-04,2024,13,2024-03-31,2076
DE,00-04,2024,14,2024-04-07,1645
DE,00-04,2024,15,2024-04-14,1645
DE,00-04,2024,16,2024-04-21,1597
DE,00-04,2024,17,2024-04-28,1269
DE,00-04,2024,18,2024-05-05,1763
DE,05-14,2022,52,2023-01-01,0
DE,05-14,2023,1,2023-01-08,0
DE,05-14,2023,2,2023-01-15,0
