location,age_group,year,week,date,value
DE,00+,2021,44,2021-11-07,459
DE,00+,2021,45,2021-11-14,250
DE,00+,2021,46,2021-11-21,148
DE,00+,2021,47,2021-11-28,122
DE,00+,2021,48,2021-12-05,79
DE,00+,2021,49,2021-12-12,60
DE,00+,2021,50,2021-12-19,59
DE,00+,2021,51,2021-12-26,37
DE,00+,2021,52,2022-01-02,54
DE,00+,2022,1,2022-01-09,20
DE,00+,2022,2,2022-01-16,16
DE,00+,2022,3,2022-01-23,16
DE,00+,2022,4,2022-01-30,13
DE,00+,2022,5,2022-02-06,14
DE,00+,2022,6,2022-02-13,9
DE,00+,2022,7,2022-02-20,3
DE,00+,2022,8,2022-02-27,7
DE,00+,2022,9,2022-03-06,4
DE,00+,2022,10,2022-03-13,6
DE,00+,2022,11,2022-03-20,1
DE,00+,2022,12,2022-03-27,8
DE,00+,2022,13,2022-04-03,7
DE,00+,2022,14,2022-04-10,4
DE,00+,2022,15,2022-04-17,1
DE,00+,2022,16,2022-04-24,9
DE,00+,2022,17,2022-05-01,7
DE,00+,2022,18,2022-05-08,5
DE,00+,2022,19,2022-05-15,9
DE,00+,2022,20,2022-05-22,2
DE,00+,2022,21,2022-05-29,0
DE,00+,2022,22,2022-06-05,1
DE,00+,2022,23,2022-06-12,6
DE,00+,2022,24,2022-06-19,7
DE,00+,2022,25,2022-06-26,5
DE,00+,2022,26,2022-07-03,7
DE,00+,2022,27,2022-07-10,10
DE,00+,2022,28,2022-07-17,5
DE,00+,2022,29,2022-07-24,3
DE,00+,2022,30,2022-07-31,5
DE,00+,2022,31,2022-08-07,2
DE,00+,2022,32,2022-08-14,4
DE,00+,2022,33,2022-08-21,0
DE,00+,2022,34,2022-08-28,2
DE,00+,2022,35,2022-09-04,3
DE,00+,2022,36,2022-09-11,3
DE,00+,2022,37,2022-09-18,5
DE,00+,2022,38,2022-09-25,11
DE,00+,2022,39,2022-10-02,12
DE,00+,2022,40,2022-10-09,11
DE,00+,2022,41,2022-10-16,32
DE,00+,2022,42,2022-10-23,31
DE,00+,2022,43,2022-10-30,51
DE,00+,2022,44,2022-11-06,76
DE,00+,2022,45,2022-11-13,160
DE,00+,2022,46,2022-11-20,220
DE,00+,2022,47,2022-11-27,471
DE,00+,2022,48,2022-12-04,697
DE,00+,2022,49,2022-12-11,1172
DE,00+,2022,50,2022-12-18,1190
DE,00+,2022,51,2022-12-25,1061
DE,00+,2022,52,2023-01-01,559
DE,00+,2023,1,2023-01-08,816
DE,00+,2023,2,2023-01-15,586
DE,00+,2023,3,2023-01-22,390
DE,00+,2023,4,2023-01-29,412
DE,00+,2023,5,2023-02-05,299
DE,00+,2023,6,2023-02-12,250
DE,00+,2023,7,2023-02-19,183
DE,00+,2023,8,2023-02-26,164
DE,00+,2023,9,2023-03-05,132
DE,00+,2023,10,2023-03-12,120
DE,00+,2023,11,2023-03-19,74
DE,00+,2023,12,2023-03-26,67
DE,00+,2023,13,2023-04-02,51
DE,00+,2023,14,2023-04-09,39
DE,00+,2023,15,2023-04-16,30
DE,00+,2023,16,2023-04-23,18
DE,00+,2023,17,2023-04-30,16
DE,00+,2023,18,2023-05-07,15
DE,00+,2023,19,2023-05-14,15
DE,00+,2023,20,2023-05-21,7
DE,00+,2023,21,2023-05-28,5
DE,00+,2023,22,2023-06-04,21
DE,00+,2023,23,2023-06-11,15
DE,00+,2023,24,2023-06-18,9
DE,00+,2023,25,2023-06-25,12
DE,00+,2023,26,2023-07-02,4
DE,00+,2023,27,2023-07-09,12
DE,00+,2023,28,2023-07-16,12
DE,00+,2023,29,2023-07-23,12
DE,00+,2023,30,2023-07-30,4
DE,00+,2023,31,2023-08-06,5
DE,00+,2023,32,2023-08-13,8
DE,00+,2023,33,2023-08-20,7
DE,00+,2023,34,2023-08-27,7
DE,00+,2023,35,2023-09-03,10
DE,00+,2023,36,2023-09-10,19
DE,00+,2023,37,2023-09-17,68
DE,00+,2023,38,2023-09-24,36
DE,00+,2023,39,2023-10-01,30
DE,00+,2023,40,2023-10-08,26
DE,00+,2023,41,2023-10-15,37
DE,00+,2023,42,2023-10-22,35
DE,00+,2023,43,2023-10-29,64
DE,00+,2023,44,2023-11-05,99
DE,00+,2023,45,2023-11-12,201
DE,00+,2023,46,2023-11-19,377
DE,00+,2023,47,2023-11-26,681
DE,00+,2023,48,2023-12-03,1179
DE,00+,2023,49,2023-12-10,1806
DE,00+,2023,50,2023-12-17,3221
DE,00+,2023,51,2023-12-24,4071
DE,00+,2023,52,2023-12-31,2822
DE,00+,2024,1,2024-01-07,3717
DE,00+,2024,2,2024-01-14,3324
DE,00+,2024,3,2024-01-21,3593
DE,00+,2024,4,2024-01-28,4425
DE,00+,2024,5,2024-02-04,2589
DE,00+,2024,6,2024-02-11,0
DE,00+,2024,7,2024-02-18,0
DE,00+,2024,8,2024-02-25,0
DE,00+,2024,9,2024-03-03,0
DE,00+,2024,10,2024-03-10,0
DE,00+,2024,11,2024-03-17,0
DE,00+,2024,12,2024-03-24,0
DE,00+,2024,13,2024-03-31,0
DE,00+,2024,14,2024-04-07,0
DE,00+,2024,15,2024-04-14,0
DE,00+,2024,16,2024-04-21,359
DE,00+,2024,17,2024-04-28,343
DE,00+,2024,18,2024-05-05,204
DE,00+,2024,19,2024-05-12,116
DE,00+,2024,20,2024-05-19,110
DE,00+,2024,21,2024-05-26,59
DE,00+,2024,22,2024-06-02,52
DE,00-04,2021,44,2021-11-07,261
DE,00-04,2021,45,2021-11-14,145
DE,00-04,2021,46,2021-11-21,84
DE,00-04,2021,47,2021-11-28,67
DE,00-04,2021,48,2021-12-05,38
DE,00-04,2021,49,2021-12-12,29
DE,00-04,2021,50,2021-12-19,37
DE,00-04,2021,51,2021-12-26,16
DE,00-04,2021,52,2022-01-02,26
DE,00-04,2022,1,2022-01-09,4
DE,00-04,2022,2,2022-01-16,6
DE,00-04,2022,3,2022-01-23,7
DE,00-04,2022,4,2022-01-30,8
DE,00-04,2022,5,2022-02-06,6
DE,00-04,2022,6,2022-02-13,4
DE,00-04,2022,7,2022-02-20,1
DE,00-04,2022,8,2022-02-27,3
DE,00-04,2022,9,2022-03-06,3
DE,00-04,2022,10,2022-03-13,4
DE,00-04,2022,11,2022-03-20,0
DE,00-04,2022,12,2022-03-27,4
DE,00-04,2022,13,2022-04-03,2
DE,00-04,2022,14,2022-04-10,4
DE,00-04,2022,15,2022-04-17,0
DE,00-04,2022,16,2022-04-24,3
DE,00-04,2022,17,2022-05-01,3
DE,00-04,2022,18,2022-05-08,1
DE,00-04,2022,19,2022-05-15,2
DE,00-04,2022,20,2022-05-22,0
DE,00-04,2022,21,2022-05-29,0
DE,00-04,2022,22,2022-06-05,0
DE,00-04,2022,23,2022-06-12,0
DE,00-04,2022,24,2022-06-19,3
DE,00-04,2022,25,2022-06-26,1
DE,00-04,2022,26,2022-07-03,1
DE,00-04,2022,27,2022-07-10,3
DE,00-04,2022,28,2022-07-17,2
DE,00-04,2022,29,2022-07-24,1
DE,00-04,2022,30,2022-07-31,4
DE,00-04,2022,31,2022-08-07,0
DE,00-04,2022,32,2022-08-14,2
DE,00-04,2022,33,2022-08-21,0
DE,00-04,2022,34,2022-08-28,1
DE,00-04,2022,35,2022-09-04,1
DE,00-04,2022,36,2022-09-11,3
DE,00-04,2022,37,2022-09-18,3
DE,00-04,2022,38,2022-09-25,8
DE,00-04,2022,39,2022-10-02,9
DE,00-04,2022,40,2022-10-09,8
DE,00-04,2022,41,2022-10-16,23
DE,00-04,2022,42,2022-10-23,25
DE,00-04,2022,43,2022-10-30,39
DE,00-04,2022,44,2022-11-06,57
DE,00-04,2022,45,2022-11-13,122
DE,00-04,2022,46,2022-11-20,166
